escalation_id,ticket_id,escalated_on,to_team,reason
38,1237,2024-02-28 10:43:32.352772,platform,security question
39,1255,2024-09-07 08:30:43.916233,billing,billing dispute
40,1273,2024-02-16 11:23:21.773156,security,billing dispute
41,1316,2024-04-22 08:10:08.851208,data,requires engineering
42,1330,2024-07-21 09:51:53.027583,billing,SLA breach risk
43,1339,2024-11-24 09:46:49.777608,platform,billing dispute
44,1367,2024-05-28 18:21:31.861271,platform,billing dispute
45,1391,2023-11-09 03:17:34.106105,data,SLA breach risk
46,1429,2024-09-13 19:38:53.254809,data,security question
47,1496,2024-07-14 06:48:42.352773,billing,security question
48,1510,2024-10-22 12:54:44.209470,data,requires engineering
49,1511,2024-03-02 23:54:04.851394,security,security question
50,1539,2024-07-04 09:33:22.335661,data,requires engineering
51,1546,2024-11-17 15:36:09.065120,data,security question
52,1555,2023-10-22 20:30:37.940817,billing,security question
53,1570,2024-07-27 21:10:02.579609,billing,requires engineering
54,1583,2024-11-05 11:45:31.250845,data,SLA breach risk
55,1622,2024-10-11 01:00:02.471578,security,requires engineering
56,1648,2024-11-29 00:51:46.100046,data,billing dispute
57,1651,2024-10-21 22:34:34.837213,security,SLA breach risk
58,1660,2024-01-02 15:05:44.417820,billing,SLA breach risk
59,1668,2024-08-24 16:35:24.774047,billing,requires engineering
60,1671,2023-10-21 13:02:32.212087,security,security question
61,1673,2023-10-19 15:19:26.435056,data,security question
62,1722,2024-06-27 17:51:27.497583,security,billing dispute
63,1735,2024-02-27 12:50:36.469149,billing,SLA breach risk
64,1767,2024-11-22 19:39:02.742983,billing,requires engineering
65,1855,2024-05-26 05:19:22.958087,platform,security question
66,1869,2024-01-28 13:28:27.966280,security,billing dispute
67,2014,2024-12-23 02:11:34.257294,security,SLA breach risk
68,2030,2024-10-15 16:14:25.764442,data,SLA breach risk
69,2146,2024-07-10 20:05:35.755883,security,security question
70,2230,2024-04-14 02:43:14.411523,platform,security question
71,2333,2024-12-20 02:22:14.995338,billing,billing dispute
72,2385,2024-06-13 22:42:09.502621,platform,SLA breach risk
73,2392,2024-02-16 10:33:10.619405,billing,requires engineering
74,2395,2024-08-26 04:51:33.011207,billing,requires engineering
75,2414,2023-10-06 05:38:05.429972,platform,security question
76,2428,2024-04-29 00:27:11.585530,security,requires engineering
77,2435,2023-10-12 16:36:30.478867,platform,SLA breach risk
78,2454,2024-05-29 15:10:31.405914,security,SLA breach risk
79,2461,2024-04-28 07:00:01.706303,platform,requires engineering
80,2534,2024-07-21 02:28:38.546520,security,billing dispute
81,2594,2024-08-28 16:05:13.929460,data,security question
82,2595,2024-02-07 04:48:35.547226,data,billing dispute
83,2612,2024-08-26 00:43:26.607161,security,SLA breach risk
84,2616,2024-09-15 11:50:54.830546,security,security question
85,2628,2024-02-29 09:32:40.512074,billing,SLA breach risk
86,2634,2024-11-19 06:23:56.985688,billing,security question
87,2640,2024-04-29 03:40:00.279936,security,requires engineering
88,2670,2024-07-29 14:10:15.163854,security,SLA breach risk
89,2700,2024-04-05 22:03:32.381235,data,SLA breach risk
90,2733,2024-06-27 14:20:07.531739,security,SLA breach risk
91,2740,2024-10-16 11:48:07.010677,security,security question
92,2745,2023-11-21 02:45:34.456859,security,billing dispute
93,2779,2024-09-27 00:48:59.248315,data,security question
94,2786,2024-06-24 03:27:32.152736,data,billing dispute
95,2803,2024-12-24 11:22:16.872945,platform,security question
96,2818,2024-06-02 20:14:10.376738,billing,billing dispute
97,2834,2024-12-06 17:53:24.615366,billing,SLA breach risk
98,2852,2024-08-25 19:22:58.015411,data,SLA breach risk
99,2879,2024-07-03 07:23:06.498949,security,billing dispute
100,2936,2024-03-02 01:14:36.732483,platform,security question
101,2953,2024-11-10 12:56:52.232630,platform,billing dispute
102,2971,2024-11-14 16:07:42.891737,data,billing dispute
103,2980,2024-03-08 10:45:01.894250,security,security question
104,2984,2024-07-28 06:13:04.049756,security,SLA breach risk
105,2986,2024-12-28 15:14:27.608794,security,billing dispute
106,3003,2024-11-07 17:58:08.984990,data,billing dispute
107,3086,2024-07-28 18:47:23.799561,billing,security question
108,3092,2024-01-20 21:37:20.990681,data,billing dispute
109,3093,2024-07-12 11:25:30.314509,data,security question
110,3115,2024-09-29 11:48:55.988336,security,billing dispute
111,3172,2024-07-18 13:55:30.235069,security,SLA breach risk
112,3179,2024-01-21 17:23:14.248793,platform,billing dispute
113,3268,2024-06-10 07:46:14.223234,billing,billing dispute
114,3271,2024-11-20 09:43:56.208425,billing,requires engineering
115,3315,2024-01-17 04:51:11.591881,security,security question
116,3319,2024-12-27 11:19:17.433312,data,SLA breach risk
117,3389,2024-11-06 03:15:39.313052,platform,SLA breach risk
118,3413,2024-09-28 18:12:23.137027,billing,requires engineering
119,3415,2024-05-04 23:06:05.720601,billing,security question
120,3427,2023-09-02 10:40:45.571331,platform,SLA breach risk
121,3456,2024-08-05 16:36:21.943622,platform,security question
122,3460,2024-08-15 22:00:42.816234,platform,billing dispute
123,3521,2023-08-01 05:31:30.713454,data,security question
124,3537,2024-01-12 04:57:41.438133,billing,billing dispute
125,3575,2024-05-04 16:12:14.418697,billing,security question
126,3577,2024-08-23 08:39:58.251147,security,requires engineering
127,3601,2024-05-22 03:55:57.250879,security,billing dispute
128,3625,2024-06-03 23:46:06.201142,data,security question
129,3679,2023-12-29 02:42:21.893639,data,SLA breach risk
130,3699,2024-11-20 01:43:32.386339,billing,billing dispute
131,3710,2024-11-28 07:38:16.503815,billing,security question
132,3714,2024-01-21 01:09:36.875624,security,SLA breach risk
133,3809,2023-09-14 03:47:58.999077,platform,requires engineering
134,3835,2024-03-05 23:48:33.350581,platform,requires engineering
135,3854,2024-11-27 18:36:56.852020,billing,requires engineering
136,3868,2024-11-11 11:46:03.452113,security,billing dispute
137,3923,2023-08-28 12:33:21.941615,platform,security question
138,3933,2024-12-14 12:24:41.665574,data,security question
139,3987,2023-09-12 03:17:34.911011,platform,security question
140,3997,2024-12-03 12:11:02.452699,security,requires engineering
141,4002,2023-12-28 17:56:47.000402,platform,security question
142,4014,2023-12-08 19:02:47.887966,data,requires engineering
143,4105,2023-10-24 14:36:55.326537,billing,requires engineering
144,4115,2024-09-09 13:48:46.775366,data,SLA breach risk
145,4134,2024-06-04 10:11:55.685651,security,requires engineering
146,4196,2024-10-02 21:34:39.920658,security,SLA breach risk
147,4231,2024-02-16 07:50:17.003381,data,billing dispute
148,4309,2024-09-05 05:18:20.555506,billing,billing dispute
149,4331,2024-09-22 10:07:47.920017,platform,security question
150,4373,2024-05-17 02:08:41.642000,platform,security question
151,4383,2024-11-13 21:30:38.213904,billing,security question
152,4393,2023-10-25 23:02:30.612515,platform,billing dispute
153,4431,2024-08-09 15:11:16.146251,platform,billing dispute
154,4472,2024-08-20 02:57:02.746652,platform,billing dispute
155,4487,2024-08-01 18:36:29.902821,data,SLA breach risk
